"","X1","X2","X3","X4","X5","X6"
"1",-0.0510066666666667,-0.1596,-0.10104,-0.2391,0.2773,-0.0546893333333333
"2",-0.0588933333333333,-0.0902333333333333,-0.02363,-0.2116,0.018,-0.0732713333333333
"3",-0.0602333333333333,-0.0352,-0.07623,0.065,0.0929666666666666,-0.00273933333333334
"4",-0.0188733333333333,-0.111966666666667,-0.12183,0.1461,-0.0263,-0.026574
"5",-0.00738,-0.1138,-0.07413,-0.0179,-0.0112,-0.044882
"6",-0.0705866666666667,0.0165666666666667,0.01555,-0.2025,-0.0398,-0.056154
"7",0.0439066666666667,-0.1017,-0.03242,-0.0312,-0.2215,-0.0685826666666667
"8",0.02042,0.0157333333333333,-0.12231,0.3128,-0.0470666666666667,0.0359153333333333
"9",-0.07334,-0.018,-0.00542000000000001,0.1253,-0.135933333333333,-0.0214786666666667
"10",0.00809333333333333,-0.191166666666667,-0.07056,0.0794,0.0667333333333333,-0.0215
"11",-0.0605,-0.112133333333333,-0.08291,-0.0192,0.0125333333333333,-0.052442
"12",-0.0926333333333333,-0.1018,-0.0932,-0.0375,0.0276333333333333,-0.0595
"13",-0.0725133333333333,-0.1142,-0.03167,-0.0215,-0.0527,-0.0585166666666667
"14",-0.0466666666666667,0.01,-0.07355,-0.0621,0.213566666666667,0.00825
"15",-0.06928,-0.0383,0.01403,-0.2711,0.0164666666666667,-0.0696366666666667
"16",-0.0249466666666667,-0.0259666666666667,-0.01815,-0.1582,-0.1051,-0.0664726666666667
"17",-0.0173666666666667,0.0937666666666667,-0.07679,-0.216,-0.00956666666666667,-0.0451913333333333
"18",0.03108,-0.148466666666667,-0.11084,0.1425,-0.0372333333333333,-0.024592
"19",-0.0720733333333333,0.154033333333333,-0.04617,-0.1582,-0.048,-0.034082
"20",-0.0661066666666667,-0.00583333333333333,-0.03717,-0.2802,-0.0107333333333333,-0.0800086666666667
"21",-0.0425733333333333,-0.1235,-0.06655,-0.3404,-0.178866666666667,-0.150378
"22",-0.0292933333333333,0.1534,-0.08466,-0.1063,-0.0679333333333333,-0.0269573333333333
"23",-0.0779066666666667,-0.175433333333333,0.02805,-0.1075,-0.181333333333333,-0.102824666666667
"24",-0.0205866666666667,-0.1156,0.11369,-0.0968,-0.172933333333333,-0.058446
"25",-0.10726,0.0163,-0.07165,0.1461,-0.0371333333333333,-0.0107286666666667
"26",-0.0743533333333333,-0.1123,0.01814,0.0223,-0.0071,-0.0306626666666667
"27",-0.05864,-0.0915,-0.04875,-0.1574,-0.1817,-0.107598
"28",-0.10784,-0.0257666666666667,0.01624,0.065,0.229566666666667,0.03544
"29",-0.0384533333333333,-0.179466666666667,-0.0978,-0.0738,-0.150166666666667,-0.107937333333333
"30",-0.08874,-0.0330666666666667,-0.00707,-0.0728,-0.0628666666666667,-0.0529086666666667
"31",-0.03226,-0.175066666666667,-0.08333,0.0223,-0.0463333333333333,-0.062938
"32",-0.09654,0.0680666666666667,-0.05336,-0.243,-0.107433333333333,-0.0864533333333333
"33",-0.0464133333333333,-0.139666666666667,0.09728,-0.1075,-0.215466666666667,-0.0823533333333333
"34",-0.0629333333333333,-0.0681,-0.05207,-0.0411,-0.0482666666666667,-0.054494
"35",-0.0567466666666667,0.1569,-0.01662,-0.1158,0.00973333333333334,-0.00450666666666667
"36",-0.0496266666666667,-0.0602333333333333,-0.05576,0.038,-0.042,-0.033924
"37",-0.0921533333333333,-0.1042,-0.08333,-0.0375,-0.0388333333333333,-0.0712033333333333
"38",-0.0409266666666667,-0.0017,-0.14814,-0.2479,-0.0685333333333333,-0.10144
"39",-0.0256866666666667,-0.0901,-0.0332,-0.2293,-0.0225,-0.0801573333333333
"40",-0.0767,-0.1365,-0.09724,0.1253,-0.0336333333333333,-0.0437546666666667
"41",-0.0296133333333333,-0.00263333333333333,-0.08453,-0.0379,-0.144433333333333,-0.059822
"42",0.00864666666666667,-0.170066666666667,0.07849,-0.0375,-0.109166666666667,-0.0459193333333333
"43",-0.05796,-0.194266666666667,0.00431,-0.0738,-0.0651,-0.0773633333333333
"44",-0.0651866666666667,-0.0587666666666667,-0.09137,-0.0475,-0.2188,-0.0963246666666667
"45",0.01502,0.0427333333333333,-0.0804,0.0387,-0.0838,-0.0135493333333333
"46",-0.0435533333333333,-0.153966666666667,-0.07938,-0.0071,-0.0207666666666667,-0.0609533333333333
"47",-0.0722333333333333,0.234333333333333,-0.0342,0.2196,-0.161066666666667,0.0372866666666667
"48",-0.09116,-0.0282666666666667,-0.06753,-0.0179,-0.0513333333333333,-0.051238
"49",-0.03686,0.0574666666666667,-0.12947,-0.0618,0.0033,-0.0334726666666667
"50",-0.0432466666666667,-0.120133333333333,-0.04872,-0.26,-0.1298,-0.12038
"51",-0.09344,-0.130933333333333,-0.10281,0.4172,0.107433333333333,0.03949
"52",-0.0741933333333333,-0.1131,-0.08521,-0.0892,-0.127866666666667,-0.097914
"53",-0.0529666666666667,-0.1069,-0.07964,-0.1716,-0.0779,-0.0978013333333334
"54",-0.0292866666666667,-0.0599,0.09636,-0.0605,-0.2179,-0.0542453333333333
"55",-0.00245333333333334,-0.138433333333333,-0.06506,-0.1359,-0.0349333333333333,-0.075356
"56",-0.0864466666666667,-0.139366666666667,-0.01444,-0.0375,0.0130333333333333,-0.052944
"57",-0.0470266666666667,0.1083,-0.07949,0.0556,-0.121266666666667,-0.0167766666666667
"58",-0.08784,0.0564333333333333,-0.10891,-0.0236,-0.00383333333333333,-0.03355
"59",-0.0510466666666667,0.0319,-0.09354,-0.1716,-0.1004,-0.0769373333333333
"60",-0.09892,-0.0703666666666667,-0.13023,0.1725,-0.0365666666666667,-0.0327166666666667
"61",-0.0758,-0.185966666666667,-0.01379,-0.3475,-0.102533333333333,-0.145118
"62",-0.0713333333333333,0.0203,-0.04109,0.0718,-0.210266666666667,-0.046118
"63",-0.0813466666666667,-0.164866666666667,-0.04709,-0.0179,-0.0701,-0.0762606666666667
"64",-0.06186,-0.167466666666667,0.029,0.0015,-0.177966666666667,-0.0753586666666667
"65",-0.11116,-0.0423333333333333,-0.12842,0.4172,0.0444666666666667,0.0359506666666667
"66",-0.0674533333333333,-0.1468,0.07963,-0.3475,-0.0417666666666667,-0.104778
"67",-0.0669266666666667,-0.230333333333333,-0.05199,-0.0556,-0.0772,-0.09641
"68",-0.0799066666666667,-0.120466666666667,-0.03771,-0.2338,-0.0417333333333333,-0.102723333333333
"69",0.0291933333333333,-0.139033333333333,-0.04274,-0.016,-0.102466666666667,-0.0542093333333333
"70",0.0115,-0.184333333333333,-0.01649,0.3397,-0.00889999999999998,0.0282953333333333
"71",-0.08588,0.0447,0.01955,0.2336,3e-04,0.042454
"72",-0.0199533333333333,-0.2086,0.06473,-0.3404,-0.160066666666667,-0.132858
"73",0.02426,-0.114366666666667,-0.0597,0.038,-0.102866666666667,-0.0429346666666667
"74",-0.07844,-0.1278,-0.08952,0.065,-0.0532666666666667,-0.0568053333333333
"75",-0.100753333333333,0.027,-0.04954,-0.2969,-0.1194,-0.107918666666667
"76",-0.02898,-0.0614333333333333,-0.10056,-0.2479,-0.1763,-0.123034666666667
"77",-0.0637333333333334,-0.1654,-0.09832,0.0777,-0.0834,-0.0666306666666667
"78",-0.0669666666666666,-0.0479333333333333,0.05007,-0.0744,-0.141866666666667,-0.0562193333333333
"79",-0.00317333333333334,-0.110966666666667,0.04602,-0.1753,-0.0738333333333333,-0.0634506666666667
"80",-0.0792266666666667,-0.0879333333333333,-0.09185,-0.0621,0.0288333333333333,-0.0584553333333333
"81",-0.0495666666666667,0.0245,-6e-04,0.2336,0.189566666666667,0.0795
"82",-0.0424733333333333,0.0616666666666667,-0.0962,0.0656,-0.141166666666667,-0.0305146666666667
"83",0.0360333333333333,-0.173233333333333,-0.00531,-0.1973,-0.1011,-0.088182
"84",-0.08506,-0.139666666666667,-0.05269,0.0794,-0.0723333333333333,-0.05407
"85",-0.000486666666666669,-0.1244,-0.11872,0.0812,0.131433333333333,-0.00619466666666667
"86",-0.0908666666666667,-0.0656666666666667,-0.00685,0.0065,0.0187666666666667,-0.0276233333333333
"87",-0.07082,-0.129966666666667,-0.000829999999999992,-0.2121,0.0189333333333333,-0.0789566666666667
