"pair.no","ind1.id","ind2.id","group","qt_point","quellergt.low","quellergt.high"
817,"NV-B-AP","VO-R-JU1","NVVO",-0.0305,-0.3691,0.2483
818,"NV-B-AP","VO-R-JU2","NVVO",0.1595,-0.0897,0.3797
819,"NV-B-AP","VO-R-LV","NVVO",0.1374,-0.1897,0.4741
820,"NV-B-CR","NV-B-LV","NVNV",0.1166,-0.1682,0.4208
821,"NV-B-CR","NV-B-MO","NVNV",-0.2603,-0.4507,-0.0651
822,"NV-B-CR","NV-B-MP","NVNV",-0.2321,-0.4456,-0.0039
823,"NV-B-CR","NV-B-NV","NVNV",0.5015,0.3356,0.759
824,"NV-B-CR","NV-B-NV2","NVNV",-0.2515,-0.4612,-0.0557
825,"NV-B-CR","NV-B-VP","NVNV",-0.2817,-0.434,-0.1317
826,"NV-B-CR","NV-R-JU","NVNV",-0.1887,-0.3885,0.0256
827,"NV-B-CR","NV-R-JU1","NVNV",-0.016,-0.2996,0.2364
828,"NV-B-CR","NV-R-JU2","NVNV",-0.0452,-0.3191,0.206
829,"NV-B-CR","NV-R-LV","NVNV",-0.2913,-0.4199,-0.1429
830,"NV-B-CR","NV-R-VO","NVNV",-0.0286,-0.344,0.4188
831,"NV-B-CR","VO-B-AP","NVVO",0.1853,-0.0508,0.4103
832,"NV-B-CR","VO-B-JU","NVVO",0.0473,-0.2602,0.3252
833,"NV-B-CR","VO-B-MO","NVVO",-0.2752,-0.3678,-0.1748
834,"NV-B-CR","VO-R-AO","NVVO",-0.1793,-0.4139,0.0949
835,"NV-B-CR","VO-R-JU1","NVVO",-0.1152,-0.4012,0.2519
836,"NV-B-CR","VO-R-JU2","NVVO",0.0938,-0.1532,0.2328
837,"NV-B-CR","VO-R-LV","NVVO",-0.0411,-0.321,0.2567
838,"NV-B-LV","NV-B-MO","NVNV",-0.2996,-0.4472,-0.133
839,"NV-B-LV","NV-B-MP","NVNV",-0.2685,-0.3932,-0.0811
840,"NV-B-LV","NV-B-NV","NVNV",0.1244,7e-04,0.2368
841,"NV-B-LV","NV-B-NV2","NVNV",0.0191,-0.1941,0.2291
842,"NV-B-LV","NV-B-VP","NVNV",-0.0707,-0.3349,0.1964
843,"NV-B-LV","NV-R-JU","NVNV",-0.0897,-0.3063,0.2373
844,"NV-B-LV","NV-R-JU1","NVNV",0.4589,0.3077,0.6491
845,"NV-B-LV","NV-R-JU2","NVNV",0.2552,0.1107,0.4203
846,"NV-B-LV","NV-R-LV","NVNV",-0.2068,-0.4442,0.081
847,"NV-B-LV","NV-R-VO","NVNV",-0.2421,-0.4771,0.039
848,"NV-B-LV","VO-B-AP","NVVO",0.0426,-0.2544,0.2808
849,"NV-B-LV","VO-B-JU","NVVO",-0.0775,-0.3025,0.1133
850,"NV-B-LV","VO-B-MO","NVVO",-0.2007,-0.359,-0.0569
851,"NV-B-LV","VO-R-AO","NVVO",0.1561,-0.1645,0.486
852,"NV-B-LV","VO-R-JU1","NVVO",-0.1975,-0.4188,-0.0173
853,"NV-B-LV","VO-R-JU2","NVVO",0.1019,-0.1504,0.3696
854,"NV-B-LV","VO-R-LV","NVVO",0.3431,0.2048,0.53
855,"NV-B-MO","NV-B-MP","NVNV",0.5811,0.389,0.7716
856,"NV-B-MO","NV-B-NV","NVNV",-0.1739,-0.3688,0.0739
857,"NV-B-MO","NV-B-NV2","NVNV",-0.022,-0.3667,0.3386
858,"NV-B-MO","NV-B-VP","NVNV",0.0803,-0.1761,0.2996
859,"NV-B-MO","NV-R-JU","NVNV",0.0632,-0.218,0.4
860,"NV-B-MO","NV-R-JU1","NVNV",0.1864,0.0014,0.3596
861,"NV-B-MO","NV-R-JU2","NVNV",0.0295,-0.3671,0.2584
862,"NV-B-MO","NV-R-LV","NVNV",0.6024,0.4053,0.8381
863,"NV-B-MO","NV-R-VO","NVNV",0.4107,0.3062,0.4814
864,"NV-B-MO","VO-B-AP","NVVO",0.0631,-0.1813,0.2634
865,"NV-B-MO","VO-B-JU","NVVO",0.0081,-0.3444,0.4627
866,"NV-B-MO","VO-B-MO","NVVO",-0.0755,-0.2181,0.0892
867,"NV-B-MO","VO-R-AO","NVVO",-0.0042,-0.2639,0.2105
868,"NV-B-MO","VO-R-JU1","NVVO",0.0139,-0.2784,0.2924
869,"NV-B-MO","VO-R-JU2","NVVO",-0.0714,-0.3836,0.2042
870,"NV-B-MO","VO-R-LV","NVVO",0.1076,-0.0651,0.3909
871,"NV-B-MP","NV-B-NV","NVNV",-0.2063,-0.3889,0.0059
872,"NV-B-MP","NV-B-NV2","NVNV",-0.1152,-0.3158,0.0847
873,"NV-B-MP","NV-B-VP","NVNV",-0.0803,-0.2945,0.1509
874,"NV-B-MP","NV-R-JU","NVNV",-0.0321,-0.2646,0.1495
875,"NV-B-MP","NV-R-JU1","NVNV",0.1649,-0.0635,0.3559
876,"NV-B-MP","NV-R-JU2","NVNV",-0.13,-0.25,0.041
877,"NV-B-MP","NV-R-LV","NVNV",0.5231,0.3859,0.7502
878,"NV-B-MP","NV-R-VO","NVNV",0.3974,0.1718,0.598
879,"NV-B-MP","VO-B-AP","NVVO",0.1541,-0.0682,0.4554
880,"NV-B-MP","VO-B-JU","NVVO",-0.1556,-0.3647,0.0426
881,"NV-B-MP","VO-B-MO","NVVO",0.0728,-0.1292,0.3455
882,"NV-B-MP","VO-R-AO","NVVO",-0.0308,-0.264,0.2025
883,"NV-B-MP","VO-R-JU1","NVVO",-0.0135,-0.2249,0.2783
884,"NV-B-MP","VO-R-JU2","NVVO",-0.0329,-0.1813,0.1795
885,"NV-B-MP","VO-R-LV","NVVO",-0.0597,-0.2245,0.115
886,"NV-B-NV","NV-B-NV2","NVNV",-0.0458,-0.2178,0.1429
887,"NV-B-NV","NV-B-VP","NVNV",-0.0744,-0.2736,0.1384
888,"NV-B-NV","NV-R-JU","NVNV",0.1637,-0.0227,0.3224
889,"NV-B-NV","NV-R-JU1","NVNV",0.0952,-0.1414,0.3737
890,"NV-B-NV","NV-R-JU2","NVNV",-0.0588,-0.2273,0.1509
891,"NV-B-NV","NV-R-LV","NVNV",-0.3385,-0.5211,-0.1215
892,"NV-B-NV","NV-R-VO","NVNV",-0.1938,-0.3597,0.0211
893,"NV-B-NV","VO-B-AP","NVVO",-0.0136,-0.1886,0.1905
894,"NV-B-NV","VO-B-JU","NVVO",-0.1449,-0.3254,0.1076
895,"NV-B-NV","VO-B-MO","NVVO",-0.1496,-0.3198,0.0854
896,"NV-B-NV","VO-R-AO","NVVO",-0.2097,-0.3494,-0.0014
897,"NV-B-NV","VO-R-JU1","NVVO",-0.1384,-0.279,0.0335
898,"NV-B-NV","VO-R-JU2","NVVO",0.0343,-0.1538,0.281
899,"NV-B-NV","VO-R-LV","NVVO",-0.1209,-0.375,0.1243
900,"NV-B-NV2","NV-B-VP","NVNV",-0.1149,-0.3471,0.1016
901,"NV-B-NV2","NV-R-JU","NVNV",-0.0714,-0.2081,0.071
902,"NV-B-NV2","NV-R-JU1","NVNV",0.0533,-0.1857,0.4009
903,"NV-B-NV2","NV-R-JU2","NVNV",-0.1601,-0.328,0.0486
904,"NV-B-NV2","NV-R-LV","NVNV",-0.1867,-0.3709,-0.0098
905,"NV-B-NV2","NV-R-VO","NVNV",-0.2762,-0.4139,-0.1104
906,"NV-B-NV2","VO-B-AP","NVVO",-0.2587,-0.3828,-0.1177
907,"NV-B-NV2","VO-B-JU","NVVO",-0.0596,-0.4189,0.2606
908,"NV-B-NV2","VO-B-MO","NVVO",0.0317,-0.1805,0.3095
909,"NV-B-NV2","VO-R-AO","NVVO",-0.1866,-0.403,0.0096
910,"NV-B-NV2","VO-R-JU1","NVVO",-0.1777,-0.3089,0.0233
911,"NV-B-NV2","VO-R-JU2","NVVO",-0.1983,-0.3953,0.0058
912,"NV-B-NV2","VO-R-LV","NVVO",-0.0976,-0.2857,0.1527
913,"NV-B-VP","NV-R-JU","NVNV",0.5464,0.4075,0.7656
914,"NV-B-VP","NV-R-JU1","NVNV",-0.0931,-0.3372,0.2125
915,"NV-B-VP","NV-R-JU2","NVNV",-0.1289,-0.348,0.1905
916,"NV-B-VP","NV-R-LV","NVNV",-0.0271,-0.2595,0.3188
917,"NV-B-VP","NV-R-VO","NVNV",0.0603,-0.1538,0.2696
918,"NV-B-VP","VO-B-AP","NVVO",-0.2343,-0.2825,-0.1591
919,"NV-B-VP","VO-B-JU","NVVO",0.0391,-0.1649,0.2863
920,"NV-B-VP","VO-B-MO","NVVO",0.0636,-0.2027,0.3557
921,"NV-B-VP","VO-R-AO","NVVO",-0.0961,-0.2487,0.1516
922,"NV-B-VP","VO-R-JU1","NVVO",0.172,-0.0499,0.4845
923,"NV-B-VP","VO-R-JU2","NVVO",0.0922,-0.2708,0.4331
924,"NV-B-VP","VO-R-LV","NVVO",0.0037,-0.1982,0.2134
925,"NV-R-JU","NV-R-JU1","NVNV",-0.1736,-0.3113,-0.0363
926,"NV-R-JU","NV-R-JU2","NVNV",-0.1489,-0.2771,-0.0279
927,"NV-R-JU","NV-R-LV","NVNV",-0.0458,-0.2784,0.2509
928,"NV-R-JU","NV-R-VO","NVNV",0.0995,-0.1335,0.4245
929,"NV-R-JU","VO-B-AP","NVVO",-0.0351,-0.2103,0.234
930,"NV-R-JU","VO-B-JU","NVVO",0.087,-0.1111,0.2724
931,"NV-R-JU","VO-B-MO","NVVO",0.105,-0.1025,0.4053
932,"NV-R-JU","VO-R-AO","NVVO",0.0089,-0.2054,0.2073
933,"NV-R-JU","VO-R-JU1","NVVO",0.0922,-0.1132,0.3447
934,"NV-R-JU","VO-R-JU2","NVVO",0.0095,-0.1561,0.1716
935,"NV-R-JU","VO-R-LV","NVVO",-0.015,-0.1873,0.2487
936,"NV-R-JU1","NV-R-JU2","NVNV",0.4012,0.0841,0.7072
937,"NV-R-JU1","NV-R-LV","NVNV",0.3878,0.2016,0.6053
938,"NV-R-JU1","NV-R-VO","NVNV",-0.0045,-0.3448,0.3764
939,"NV-R-JU1","VO-B-AP","NVVO",-0.0315,-0.179,0.1979
940,"NV-R-JU1","VO-B-JU","NVVO",-0.0998,-0.3338,0.132
941,"NV-R-JU1","VO-B-MO","NVVO",-0.0047,-0.2013,0.1903
942,"NV-R-JU1","VO-R-AO","NVVO",0.1268,-0.153,0.3797
943,"NV-R-JU1","VO-R-JU1","NVVO",0.0277,-0.2212,0.2919
944,"NV-R-JU1","VO-R-JU2","NVVO",0.011,-0.248,0.2466
945,"NV-R-JU1","VO-R-LV","NVVO",0.241,-0.0323,0.4773
946,"NV-R-JU2","NV-R-LV","NVNV",0.3043,0.1254,0.4353
947,"NV-R-JU2","NV-R-VO","NVNV",-0.1862,-0.4214,0.0487
948,"NV-R-JU2","VO-B-AP","NVVO",-0.1661,-0.3647,0.0774
949,"NV-R-JU2","VO-B-JU","NVVO",-0.0098,-0.2226,0.1751
950,"NV-R-JU2","VO-B-MO","NVVO",-0.0332,-0.1944,0.1874
951,"NV-R-JU2","VO-R-AO","NVVO",0.2795,0.0546,0.494
952,"NV-R-JU2","VO-R-JU1","NVVO",-0.0669,-0.3225,0.2247
953,"NV-R-JU2","VO-R-JU2","NVVO",-0.0859,-0.2791,0.0796
954,"NV-R-JU2","VO-R-LV","NVVO",0.0843,-0.0565,0.1975
955,"NV-R-LV","NV-R-VO","NVNV",0.5269,0.3365,0.6975
956,"NV-R-LV","VO-B-AP","NVVO",0.0811,-0.1731,0.2742
957,"NV-R-LV","VO-B-JU","NVVO",0.0309,-0.1749,0.2324
958,"NV-R-LV","VO-B-MO","NVVO",0.1677,-0.1423,0.4194
959,"NV-R-LV","VO-R-AO","NVVO",0.2019,-0.0811,0.4107
960,"NV-R-LV","VO-R-JU1","NVVO",0.1649,-0.0789,0.434
961,"NV-R-LV","VO-R-JU2","NVVO",-0.0465,-0.2666,0.3626
962,"NV-R-LV","VO-R-LV","NVVO",0.0618,-0.1609,0.2753
963,"NV-R-VO","VO-B-AP","NVVO",0.1847,-0.1212,0.495
964,"NV-R-VO","VO-B-JU","NVVO",0.0554,-0.1748,0.3134
965,"NV-R-VO","VO-B-MO","NVVO",0.1667,-0.0553,0.3997
966,"NV-R-VO","VO-R-AO","NVVO",0.1946,-0.1342,0.4222
967,"NV-R-VO","VO-R-JU1","NVVO",0.1642,-0.1197,0.452
968,"NV-R-VO","VO-R-JU2","NVVO",-0.0071,-0.1792,0.1499
969,"NV-R-VO","VO-R-LV","NVVO",0.1351,-0.1503,0.3797
970,"VO-B-AP","VO-B-JU","VOVO",0.1367,-0.1631,0.3723
971,"VO-B-AP","VO-B-MO","VOVO",-0.1861,-0.3608,0.0522
972,"VO-B-AP","VO-R-AO","VOVO",0.2763,-0.0849,0.5857
973,"VO-B-AP","VO-R-JU1","VOVO",0.0871,-0.1703,0.3219
974,"VO-B-AP","VO-R-JU2","VOVO",0.2913,0.0561,0.5551
975,"VO-B-AP","VO-R-LV","VOVO",0.4438,0.35,0.5431
976,"VO-B-JU","VO-B-MO","VOVO",-0.1077,-0.3271,0.1393
977,"VO-B-JU","VO-R-AO","VOVO",0.1423,-0.1051,0.3939
978,"VO-B-JU","VO-R-JU1","VOVO",0.359,0.1096,0.5361
979,"VO-B-JU","VO-R-JU2","VOVO",-0.1095,-0.3015,0.0772
980,"VO-B-JU","VO-R-LV","VOVO",0.3314,0.2035,0.4915
981,"VO-B-MO","VO-R-AO","VOVO",0.0989,-0.1177,0.4043
982,"VO-B-MO","VO-R-JU1","VOVO",0.0631,-0.2206,0.2826
983,"VO-B-MO","VO-R-JU2","VOVO",-0.1754,-0.3415,0.0553
984,"VO-B-MO","VO-R-LV","VOVO",-0.1429,-0.3123,0.0246
985,"VO-R-AO","VO-R-JU1","VOVO",0.1469,-0.2245,0.3978
986,"VO-R-AO","VO-R-JU2","VOVO",-0.0537,-0.2422,0.129
987,"VO-R-AO","VO-R-LV","VOVO",0.556,0.3404,0.7584
988,"VO-R-JU1","VO-R-JU2","VOVO",0.0916,-0.2009,0.4512
989,"VO-R-JU1","VO-R-LV","VOVO",0.2688,0.1316,0.3571
990,"VO-R-JU2","VO-R-LV","VOVO",0.1196,-0.0942,0.3101
